H, NaN, KeyR, H, NaN, ShiftLeft, H, NaN, ControlLeft, DD, 8893, Period, UD, 15318, Period, H, 102, Period, DD, 103, KeyK, UD, 1, KeyK, H, 121, KeyK, DD, 122, Digit3, UD, 1, Digit3, H, 119, Digit3, DD, 119, KeyM, UD, 0, KeyM, H, 85, KeyM, DD, 86, KeyO, UD, 1, KeyO, H, 78, KeyO, DD, 78, KeyO, UD, 0, KeyO, H, 124, KeyO, DD, 125, KeyS, UD, 1, KeyS, H, 143, KeyS, DD, 144, KeyA, UD, 1, KeyA, H, 138, KeyA, DD, 138, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 101, Enter, UD, 0, Enter
H, 120, Enter, DD, 227, Period, UD, 107, Period, H, 145, Period, DD, 146, KeyK, UD, 1, KeyK, H, 82, KeyK, DD, 82, Digit3, UD, 0, Digit3, H, 78, Digit3, DD, 78, KeyM, UD, 0, KeyM, H, 105, KeyM, DD, 107, KeyO, UD, 2, KeyO, H, 96, KeyO, DD, 96, KeyO, UD, 0, KeyO, H, 146, KeyO, DD, 149, KeyS, UD, 3, KeyS, H, 119, KeyS, DD, 120, KeyA, UD, 1, KeyA, H, 98, KeyA, DD, 98, KeyB, UD, 0, KeyB, H, 126, KeyB, DD, 128, KeyZ, UD, 2, KeyZ, H, 82, KeyZ, DD, 83, Enter, UD, 1, Enter
H, 76, Enter, DD, 532, Period, UD, 456, Period, H, 425, Period, DD, 846, KeyK, UD, 421, KeyK, H, 63, KeyK, DD, 517, Digit3, UD, 454, Digit3, H, 338, Digit3, DD, 546, KeyM, UD, 208, KeyM, H, 449, KeyM, DD, 695, KeyO, UD, 246, KeyO, H, 305, KeyO, DD, 356, KeyO, UD, 51, KeyO, H, 188, KeyO, DD, 707, KeyS, UD, 519, KeyS, H, 352, KeyS, DD, 446, KeyA, UD, 94, KeyA, H, 213, KeyA, DD, 765, KeyB, UD, 552, KeyB, H, 469, KeyB, DD, 594, KeyZ, UD, 125, KeyZ, H, 142, KeyZ, DD, 294, Enter, UD, 152, Enter
H, 462, Enter, DD, 997, Period, UD, 535, Period, H, 125, Period, DD, 129, KeyK, UD, 4, KeyK, H, 166, KeyK, DD, 464, Digit3, UD, 298, Digit3, H, 146, Digit3, DD, 591, KeyM, UD, 445, KeyM, H, 577, KeyM, DD, 886, KeyO, UD, 309, KeyO, H, 413, KeyO, DD, 748, KeyO, UD, 335, KeyO, H, 195, KeyO, DD, 390, KeyS, UD, 195, KeyS, H, 594, KeyS, DD, 682, KeyA, UD, 88, KeyA, H, 281, KeyA, DD, 294, KeyB, UD, 13, KeyB, H, 229, KeyB, DD, 635, KeyZ, UD, 406, KeyZ, H, 567, KeyZ, DD, 667, Enter, UD, 100, Enter
H, 59, Enter, DD, 348, Period, UD, 289, Period, H, 403, Period, DD, 858, KeyK, UD, 455, KeyK, H, 511, KeyK, DD, 1020, Digit3, UD, 509, Digit3, H, 462, Digit3, DD, 805, KeyM, UD, 343, KeyM, H, 33, KeyM, DD, 98, KeyO, UD, 65, KeyO, H, 284, KeyO, DD, 756, KeyO, UD, 472, KeyO, H, 414, KeyO, DD, 567, KeyS, UD, 153, KeyS, H, 247, KeyS, DD, 336, KeyA, UD, 89, KeyA, H, 300, KeyA, DD, 839, KeyB, UD, 539, KeyB, H, 357, KeyB, DD, 951, KeyZ, UD, 594, KeyZ, H, 429, KeyZ, DD, 846, Enter, UD, 417, Enter
H, 311, Enter, DD, 870, Period, UD, 559, Period, H, 303, Period, DD, 737, KeyK, UD, 434, KeyK, H, 474, KeyK, DD, 1021, Digit3, UD, 547, Digit3, H, 286, Digit3, DD, 289, KeyM, UD, 3, KeyM, H, 369, KeyM, DD, 638, KeyO, UD, 269, KeyO, H, 489, KeyO, DD, 1031, KeyO, UD, 542, KeyO, H, 45, KeyO, DD, 427, KeyS, UD, 382, KeyS, H, 480, KeyS, DD, 819, KeyA, UD, 339, KeyA, H, 455, KeyA, DD, 980, KeyB, UD, 525, KeyB, H, 402, KeyB, DD, 530, KeyZ, UD, 128, KeyZ, H, 447, KeyZ, DD, 744, Enter, UD, 297, Enter
H, 236, Enter, DD, 747, Period, UD, 511, Period, H, 320, Period, DD, 714, KeyK, UD, 394, KeyK, H, 361, KeyK, DD, 914, Digit3, UD, 553, Digit3, H, 331, Digit3, DD, 539, KeyM, UD, 208, KeyM, H, 206, KeyM, DD, 410, KeyO, UD, 204, KeyO, H, 141, KeyO, DD, 609, KeyO, UD, 468, KeyO, H, 143, KeyO, DD, 742, KeyS, UD, 599, KeyS, H, 467, KeyS, DD, 674, KeyA, UD, 207, KeyA, H, 106, KeyA, DD, 431, KeyB, UD, 325, KeyB, H, 442, KeyB, DD, 1044, KeyZ, UD, 602, KeyZ, H, 69, KeyZ, DD, 608, Enter, UD, 539, Enter
H, 536, Enter, DD, 1014, Period, UD, 478, Period, H, 212, Period, DD, 644, KeyK, UD, 432, KeyK, H, 296, KeyK, DD, 627, Digit3, UD, 331, Digit3, H, 452, Digit3, DD, 503, KeyM, UD, 51, KeyM, H, 294, KeyM, DD, 700, KeyO, UD, 406, KeyO, H, 526, KeyO, DD, 742, KeyO, UD, 216, KeyO, H, 352, KeyO, DD, 375, KeyS, UD, 23, KeyS, H, 141, KeyS, DD, 589, KeyA, UD, 448, KeyA, H, 555, KeyA, DD, 797, KeyB, UD, 242, KeyB, H, 385, KeyB, DD, 820, KeyZ, UD, 435, KeyZ, H, 66, KeyZ, DD, 365, Enter, UD, 299, Enter
H, 461, Enter, DD, 1145, Period, UD, 684, Period, H, 94, Period, DD, 316, KeyK, UD, 222, KeyK, H, 571, KeyK, DD, 655, Digit3, UD, 84, Digit3, H, 114, Digit3, DD, 385, KeyM, UD, 271, KeyM, H, 579, KeyM, DD, 936, KeyO, UD, 357, KeyO, H, 480, KeyO, DD, 715, KeyO, UD, 235, KeyO, H, 520, KeyO, DD, 694, KeyS, UD, 174, KeyS, H, 137, KeyS, DD, 331, KeyA, UD, 194, KeyA, H, 236, KeyA, DD, 479, KeyB, UD, 243, KeyB, H, 282, KeyB, DD, 477, KeyZ, UD, 195, KeyZ, H, 398, KeyZ, DD, 781, Enter, UD, 383, Enter
H, 6, Enter, DD, 454, Period, UD, 448, Period, H, 326, Period, DD, 478, KeyK, UD, 152, KeyK, H, 384, KeyK, DD, 483, Digit3, UD, 99, Digit3, H, 483, Digit3, DD, 666, KeyM, UD, 183, KeyM, H, 531, KeyM, DD, 772, KeyO, UD, 241, KeyO, H, 495, KeyO, DD, 1042, KeyO, UD, 547, KeyO, H, 293, KeyO, DD, 543, KeyS, UD, 250, KeyS, H, 172, KeyS, DD, 474, KeyA, UD, 302, KeyA, H, 263, KeyA, DD, 799, KeyB, UD, 536, KeyB, H, 8, KeyB, DD, 568, KeyZ, UD, 560, KeyZ, H, 531, KeyZ, DD, 719, Enter, UD, 188, Enter
H, 234, Enter, DD, 471, Period, UD, 237, Period, H, 81, Period, DD, 419, KeyK, UD, 338, KeyK, H, 299, KeyK, DD, 630, Digit3, UD, 331, Digit3, H, 117, Digit3, DD, 534, KeyM, UD, 417, KeyM, H, 295, KeyM, DD, 874, KeyO, UD, 579, KeyO, H, 53, KeyO, DD, 418, KeyO, UD, 365, KeyO, H, 114, KeyO, DD, 437, KeyS, UD, 323, KeyS, H, 243, KeyS, DD, 471, KeyA, UD, 228, KeyA, H, 255, KeyA, DD, 799, KeyB, UD, 544, KeyB, H, 529, KeyB, DD, 846, KeyZ, UD, 317, KeyZ, H, 6, KeyZ, DD, 530, Enter, UD, 524, Enter
H, 373, Enter, DD, 771, Period, UD, 398, Period, H, 435, Period, DD, 970, KeyK, UD, 535, KeyK, H, 143, KeyK, DD, 588, Digit3, UD, 445, Digit3, H, 91, Digit3, DD, 232, KeyM, UD, 141, KeyM, H, 112, KeyM, DD, 220, KeyO, UD, 108, KeyO, H, 132, KeyO, DD, 227, KeyO, UD, 95, KeyO, H, 383, KeyO, DD, 721, KeyS, UD, 338, KeyS, H, 477, KeyS, DD, 659, KeyA, UD, 182, KeyA, H, 414, KeyA, DD, 454, KeyB, UD, 40, KeyB, H, 376, KeyB, DD, 855, KeyZ, UD, 479, KeyZ, H, 184, KeyZ, DD, 382, Enter, UD, 198, Enter
H, 117, Enter, DD, 326, Period, UD, 209, Period, H, 580, Period, DD, 1051, KeyK, UD, 471, KeyK, H, 221, KeyK, DD, 379, Digit3, UD, 158, Digit3, H, 76, Digit3, DD, 624, KeyM, UD, 548, KeyM, H, 230, KeyM, DD, 253, KeyO, UD, 23, KeyO, H, 348, KeyO, DD, 934, KeyO, UD, 586, KeyO, H, 554, KeyO, DD, 1106, KeyS, UD, 552, KeyS, H, 75, KeyS, DD, 579, KeyA, UD, 504, KeyA, H, 524, KeyA, DD, 941, KeyB, UD, 417, KeyB, H, 293, KeyB, DD, 728, KeyZ, UD, 435, KeyZ, H, 242, KeyZ, DD, 342, Enter, UD, 100, Enter
H, 597, Enter, DD, 1271, Period, UD, 674, Period, H, 552, Period, DD, 973, KeyK, UD, 421, KeyK, H, 209, KeyK, DD, 656, Digit3, UD, 447, Digit3, H, 405, Digit3, DD, 868, KeyM, UD, 463, KeyM, H, 286, KeyM, DD, 335, KeyO, UD, 49, KeyO, H, 239, KeyO, DD, 825, KeyO, UD, 586, KeyO, H, 189, KeyO, DD, 395, KeyS, UD, 206, KeyS, H, 82, KeyS, DD, 312, KeyA, UD, 230, KeyA, H, 455, KeyA, DD, 916, KeyB, UD, 461, KeyB, H, 446, KeyB, DD, 699, KeyZ, UD, 253, KeyZ, H, 53, KeyZ, DD, 457, Enter, UD, 404, Enter
H, 399, Enter, DD, 582, Period, UD, 183, Period, H, 316, Period, DD, 485, KeyK, UD, 169, KeyK, H, 69, KeyK, DD, 653, Digit3, UD, 584, Digit3, H, 401, Digit3, DD, 907, KeyM, UD, 506, KeyM, H, 484, KeyM, DD, 640, KeyO, UD, 156, KeyO, H, 578, KeyO, DD, 839, KeyO, UD, 261, KeyO, H, 73, KeyO, DD, 603, KeyS, UD, 530, KeyS, H, 221, KeyS, DD, 368, KeyA, UD, 147, KeyA, H, 16, KeyA, DD, 259, KeyB, UD, 243, KeyB, H, 313, KeyB, DD, 567, KeyZ, UD, 254, KeyZ, H, 364, KeyZ, DD, 754, Enter, UD, 390, Enter
H, 233, Enter, DD, 592, Period, UD, 359, Period, H, 73, Period, DD, 605, KeyK, UD, 532, KeyK, H, 130, KeyK, DD, 612, Digit3, UD, 482, Digit3, H, 362, Digit3, DD, 848, KeyM, UD, 486, KeyM, H, 556, KeyM, DD, 998, KeyO, UD, 442, KeyO, H, 241, KeyO, DD, 312, KeyO, UD, 71, KeyO, H, 272, KeyO, DD, 339, KeyS, UD, 67, KeyS, H, 48, KeyS, DD, 376, KeyA, UD, 328, KeyA, H, 327, KeyA, DD, 673, KeyB, UD, 346, KeyB, H, 177, KeyB, DD, 414, KeyZ, UD, 237, KeyZ, H, 66, KeyZ, DD, 324, Enter, UD, 258, Enter
H, 161, Enter, DD, 750, Period, UD, 589, Period, H, 326, Period, DD, 779, KeyK, UD, 453, KeyK, H, 354, KeyK, DD, 517, Digit3, UD, 163, Digit3, H, 529, Digit3, DD, 741, KeyM, UD, 212, KeyM, H, 96, KeyM, DD, 303, KeyO, UD, 207, KeyO, H, 104, KeyO, DD, 472, KeyO, UD, 368, KeyO, H, 350, KeyO, DD, 724, KeyS, UD, 374, KeyS, H, 216, KeyS, DD, 591, KeyA, UD, 375, KeyA, H, 388, KeyA, DD, 530, KeyB, UD, 142, KeyB, H, 135, KeyB, DD, 726, KeyZ, UD, 591, KeyZ, H, 227, KeyZ, DD, 270, Enter, UD, 43, Enter
H, 397, Enter, DD, 1031, Period, UD, 634, Period, H, 160, Period, DD, 633, KeyK, UD, 473, KeyK, H, 526, KeyK, DD, 810, Digit3, UD, 284, Digit3, H, 195, Digit3, DD, 343, KeyM, UD, 148, KeyM, H, 89, KeyM, DD, 460, KeyO, UD, 371, KeyO, H, 507, KeyO, DD, 832, KeyO, UD, 325, KeyO, H, 229, KeyO, DD, 289, KeyS, UD, 60, KeyS, H, 231, KeyS, DD, 344, KeyA, UD, 113, KeyA, H, 87, KeyA, DD, 529, KeyB, UD, 442, KeyB, H, 445, KeyB, DD, 675, KeyZ, UD, 230, KeyZ, H, 424, KeyZ, DD, 549, Enter, UD, 125, Enter
H, 458, Enter, DD, 1086, Period, UD, 628, Period, H, 402, Period, DD, 738, KeyK, UD, 336, KeyK, H, 254, KeyK, DD, 821, Digit3, UD, 567, Digit3, H, 25, Digit3, DD, 37, KeyM, UD, 12, KeyM, H, 63, KeyM, DD, 543, KeyO, UD, 480, KeyO, H, 374, KeyO, DD, 489, KeyO, UD, 115, KeyO, H, 261, KeyO, DD, 417, KeyS, UD, 156, KeyS, H, 407, KeyS, DD, 976, KeyA, UD, 569, KeyA, H, 338, KeyA, DD, 850, KeyB, UD, 512, KeyB, H, 564, KeyB, DD, 834, KeyZ, UD, 270, KeyZ, H, 470, KeyZ, DD, 716, Enter, UD, 246, Enter
H, 395, Enter, DD, 903, Period, UD, 508, Period, H, 368, Period, DD, 865, KeyK, UD, 497, KeyK, H, 474, KeyK, DD, 1012, Digit3, UD, 538, Digit3, H, 583, Digit3, DD, 907, KeyM, UD, 324, KeyM, H, 483, KeyM, DD, 684, KeyO, UD, 201, KeyO, H, 342, KeyO, DD, 763, KeyO, UD, 421, KeyO, H, 579, KeyO, DD, 655, KeyS, UD, 76, KeyS, H, 28, KeyS, DD, 129, KeyA, UD, 101, KeyA, H, 75, KeyA, DD, 402, KeyB, UD, 327, KeyB, H, 247, KeyB, DD, 732, KeyZ, UD, 485, KeyZ, H, 355, KeyZ, DD, 953, Enter, UD, 598, Enter
H, 39, Enter, DD, 668, Period, UD, 629, Period, H, 35, Period, DD, 320, KeyK, UD, 285, KeyK, H, 473, KeyK, DD, 999, Digit3, UD, 526, Digit3, H, 309, Digit3, DD, 553, KeyM, UD, 244, KeyM, H, 266, KeyM, DD, 424, KeyO, UD, 158, KeyO, H, 446, KeyO, DD, 787, KeyO, UD, 341, KeyO, H, 463, KeyO, DD, 626, KeyS, UD, 163, KeyS, H, 565, KeyS, DD, 787, KeyA, UD, 222, KeyA, H, 252, KeyA, DD, 313, KeyB, UD, 61, KeyB, H, 93, KeyB, DD, 100, KeyZ, UD, 7, KeyZ, H, 359, KeyZ, DD, 585, Enter, UD, 226, Enter
H, 551, Enter, DD, 948, Period, UD, 397, Period, H, 37, Period, DD, 116, KeyK, UD, 79, KeyK, H, 221, KeyK, DD, 804, Digit3, UD, 583, Digit3, H, 37, Digit3, DD, 469, KeyM, UD, 432, KeyM, H, 430, KeyM, DD, 948, KeyO, UD, 518, KeyO, H, 554, KeyO, DD, 1016, KeyO, UD, 462, KeyO, H, 147, KeyO, DD, 494, KeyS, UD, 347, KeyS, H, 530, KeyS, DD, 1005, KeyA, UD, 475, KeyA, H, 505, KeyA, DD, 603, KeyB, UD, 98, KeyB, H, 533, KeyB, DD, 1019, KeyZ, UD, 486, KeyZ, H, 66, KeyZ, DD, 625, Enter, UD, 559, Enter
H, 203, Enter, DD, 904, Period, UD, 701, Period, H, 183, Period, DD, 731, KeyK, UD, 548, KeyK, H, 384, KeyK, DD, 509, Digit3, UD, 125, Digit3, H, 70, Digit3, DD, 348, KeyM, UD, 278, KeyM, H, 259, KeyM, DD, 836, KeyO, UD, 577, KeyO, H, 498, KeyO, DD, 618, KeyO, UD, 120, KeyO, H, 475, KeyO, DD, 781, KeyS, UD, 306, KeyS, H, 284, KeyS, DD, 779, KeyA, UD, 495, KeyA, H, 567, KeyA, DD, 750, KeyB, UD, 183, KeyB, H, 501, KeyB, DD, 701, KeyZ, UD, 200, KeyZ, H, 289, KeyZ, DD, 421, Enter, UD, 132, Enter
H, 540, Enter, DD, 733, Period, UD, 193, Period, H, 496, Period, DD, 809, KeyK, UD, 313, KeyK, H, 507, KeyK, DD, 562, Digit3, UD, 55, Digit3, H, 425, Digit3, DD, 828, KeyM, UD, 403, KeyM, H, 388, KeyM, DD, 758, KeyO, UD, 370, KeyO, H, 247, KeyO, DD, 391, KeyO, UD, 144, KeyO, H, 163, KeyO, DD, 402, KeyS, UD, 239, KeyS, H, 369, KeyS, DD, 670, KeyA, UD, 301, KeyA, H, 43, KeyA, DD, 258, KeyB, UD, 215, KeyB, H, 190, KeyB, DD, 372, KeyZ, UD, 182, KeyZ, H, 342, KeyZ, DD, 620, Enter, UD, 278, Enter
H, 409, Enter, DD, 523, Period, UD, 114, Period, H, 62, Period, DD, 339, KeyK, UD, 277, KeyK, H, 295, KeyK, DD, 751, Digit3, UD, 456, Digit3, H, 171, Digit3, DD, 468, KeyM, UD, 297, KeyM, H, 510, KeyM, DD, 691, KeyO, UD, 181, KeyO, H, 584, KeyO, DD, 635, KeyO, UD, 51, KeyO, H, 76, KeyO, DD, 179, KeyS, UD, 103, KeyS, H, 518, KeyS, DD, 726, KeyA, UD, 208, KeyA, H, 170, KeyA, DD, 622, KeyB, UD, 452, KeyB, H, 407, KeyB, DD, 610, KeyZ, UD, 203, KeyZ, H, 68, KeyZ, DD, 653, Enter, UD, 585, Enter
H, 100, Enter, DD, 222, Period, UD, 122, Period, H, 292, Period, DD, 690, KeyK, UD, 398, KeyK, H, 251, KeyK, DD, 530, Digit3, UD, 279, Digit3, H, 161, Digit3, DD, 302, KeyM, UD, 141, KeyM, H, 119, KeyM, DD, 484, KeyO, UD, 365, KeyO, H, 21, KeyO, DD, 450, KeyO, UD, 429, KeyO, H, 456, KeyO, DD, 516, KeyS, UD, 60, KeyS, H, 33, KeyS, DD, 401, KeyA, UD, 368, KeyA, H, 408, KeyA, DD, 931, KeyB, UD, 523, KeyB, H, 287, KeyB, DD, 355, KeyZ, UD, 68, KeyZ, H, 69, KeyZ, DD, 374, Enter, UD, 305, Enter
H, 367, Enter, DD, 1054, Period, UD, 687, Period, H, 413, Period, DD, 517, KeyK, UD, 104, KeyK, H, 62, KeyK, DD, 407, Digit3, UD, 345, Digit3, H, 161, Digit3, DD, 634, KeyM, UD, 473, KeyM, H, 519, KeyM, DD, 914, KeyO, UD, 395, KeyO, H, 268, KeyO, DD, 313, KeyO, UD, 45, KeyO, H, 193, KeyO, DD, 649, KeyS, UD, 456, KeyS, H, 467, KeyS, DD, 1061, KeyA, UD, 594, KeyA, H, 160, KeyA, DD, 336, KeyB, UD, 176, KeyB, H, 383, KeyB, DD, 883, KeyZ, UD, 500, KeyZ, H, 293, KeyZ, DD, 599, Enter, UD, 306, Enter
H, 326, Enter, DD, 463, Period, UD, 137, Period, H, 338, Period, DD, 786, KeyK, UD, 448, KeyK, H, 445, KeyK, DD, 549, Digit3, UD, 104, Digit3, H, 495, Digit3, DD, 736, KeyM, UD, 241, KeyM, H, 559, KeyM, DD, 954, KeyO, UD, 395, KeyO, H, 186, KeyO, DD, 479, KeyO, UD, 293, KeyO, H, 586, KeyO, DD, 630, KeyS, UD, 44, KeyS, H, 490, KeyS, DD, 932, KeyA, UD, 442, KeyA, H, 297, KeyA, DD, 820, KeyB, UD, 523, KeyB, H, 343, KeyB, DD, 609, KeyZ, UD, 266, KeyZ, H, 533, KeyZ, DD, 705, Enter, UD, 172, Enter
H, 128, Enter, DD, 487, Period, UD, 359, Period, H, 8, Period, DD, 300, KeyK, UD, 292, KeyK, H, 21, KeyK, DD, 518, Digit3, UD, 497, Digit3, H, 283, Digit3, DD, 714, KeyM, UD, 431, KeyM, H, 399, KeyM, DD, 545, KeyO, UD, 146, KeyO, H, 277, KeyO, DD, 845, KeyO, UD, 568, KeyO, H, 198, KeyO, DD, 441, KeyS, UD, 243, KeyS, H, 452, KeyS, DD, 535, KeyA, UD, 83, KeyA, H, 439, KeyA, DD, 931, KeyB, UD, 492, KeyB, H, 252, KeyB, DD, 779, KeyZ, UD, 527, KeyZ, H, 30, KeyZ, DD, 426, Enter, UD, 396, Enter
H, 309, Enter, DD, 914, Period, UD, 605, Period, H, 399, Period, DD, 958, KeyK, UD, 559, KeyK, H, 442, KeyK, DD, 473, Digit3, UD, 31, Digit3, H, 491, Digit3, DD, 597, KeyM, UD, 106, KeyM, H, 6, KeyM, DD, 565, KeyO, UD, 559, KeyO, H, 272, KeyO, DD, 278, KeyO, UD, 6, KeyO, H, 394, KeyO, DD, 542, KeyS, UD, 148, KeyS, H, 552, KeyS, DD, 699, KeyA, UD, 147, KeyA, H, 267, KeyA, DD, 500, KeyB, UD, 233, KeyB, H, 461, KeyB, DD, 478, KeyZ, UD, 17, KeyZ, H, 56, KeyZ, DD, 99, Enter, UD, 43, Enter
H, 266, Enter, DD, 805, Period, UD, 539, Period, H, 503, Period, DD, 813, KeyK, UD, 310, KeyK, H, 586, KeyK, DD, 1114, Digit3, UD, 528, Digit3, H, 297, Digit3, DD, 727, KeyM, UD, 430, KeyM, H, 83, KeyM, DD, 173, KeyO, UD, 90, KeyO, H, 315, KeyO, DD, 847, KeyO, UD, 532, KeyO, H, 65, KeyO, DD, 247, KeyS, UD, 182, KeyS, H, 545, KeyS, DD, 761, KeyA, UD, 216, KeyA, H, 386, KeyA, DD, 920, KeyB, UD, 534, KeyB, H, 291, KeyB, DD, 618, KeyZ, UD, 327, KeyZ, H, 450, KeyZ, DD, 1010, Enter, UD, 560, Enter
H, 330, Enter, DD, 977, Period, UD, 647, Period, H, 558, Period, DD, 885, KeyK, UD, 327, KeyK, H, 386, KeyK, DD, 582, Digit3, UD, 196, Digit3, H, 566, Digit3, DD, 1152, KeyM, UD, 586, KeyM, H, 377, KeyM, DD, 860, KeyO, UD, 483, KeyO, H, 529, KeyO, DD, 753, KeyO, UD, 224, KeyO, H, 580, KeyO, DD, 702, KeyS, UD, 122, KeyS, H, 86, KeyS, DD, 279, KeyA, UD, 193, KeyA, H, 587, KeyA, DD, 1000, KeyB, UD, 413, KeyB, H, 13, KeyB, DD, 536, KeyZ, UD, 523, KeyZ, H, 198, KeyZ, DD, 391, Enter, UD, 193, Enter
H, 488, Enter, DD, 689, Period, UD, 201, Period, H, 307, Period, DD, 526, KeyK, UD, 219, KeyK, H, 489, KeyK, DD, 535, Digit3, UD, 46, Digit3, H, 564, Digit3, DD, 878, KeyM, UD, 314, KeyM, H, 595, KeyM, DD, 779, KeyO, UD, 184, KeyO, H, 390, KeyO, DD, 649, KeyO, UD, 259, KeyO, H, 297, KeyO, DD, 868, KeyS, UD, 571, KeyS, H, 153, KeyS, DD, 638, KeyA, UD, 485, KeyA, H, 371, KeyA, DD, 692, KeyB, UD, 321, KeyB, H, 98, KeyB, DD, 311, KeyZ, UD, 213, KeyZ, H, 105, KeyZ, DD, 568, Enter, UD, 463, Enter
H, 201, Enter, DD, 351, Period, UD, 150, Period, H, 216, Period, DD, 547, KeyK, UD, 331, KeyK, H, 504, KeyK, DD, 810, Digit3, UD, 306, Digit3, H, 24, Digit3, DD, 564, KeyM, UD, 540, KeyM, H, 69, KeyM, DD, 659, KeyO, UD, 590, KeyO, H, 348, KeyO, DD, 530, KeyO, UD, 182, KeyO, H, 401, KeyO, DD, 675, KeyS, UD, 274, KeyS, H, 554, KeyS, DD, 783, KeyA, UD, 229, KeyA, H, 49, KeyA, DD, 226, KeyB, UD, 177, KeyB, H, 274, KeyB, DD, 456, KeyZ, UD, 182, KeyZ, H, 308, KeyZ, DD, 700, Enter, UD, 392, Enter
H, 430, Enter, DD, 1045, Period, UD, 615, Period, H, 72, Period, DD, 444, KeyK, UD, 372, KeyK, H, 510, KeyK, DD, 807, Digit3, UD, 297, Digit3, H, 158, Digit3, DD, 251, KeyM, UD, 93, KeyM, H, 400, KeyM, DD, 433, KeyO, UD, 33, KeyO, H, 480, KeyO, DD, 991, KeyO, UD, 511, KeyO, H, 76, KeyO, DD, 323, KeyS, UD, 247, KeyS, H, 148, KeyS, DD, 403, KeyA, UD, 255, KeyA, H, 184, KeyA, DD, 662, KeyB, UD, 478, KeyB, H, 224, KeyB, DD, 269, KeyZ, UD, 45, KeyZ, H, 104, KeyZ, DD, 350, Enter, UD, 246, Enter
H, 298, Enter, DD, 842, Period, UD, 544, Period, H, 566, Period, DD, 849, KeyK, UD, 283, KeyK, H, 319, KeyK, DD, 448, Digit3, UD, 129, Digit3, H, 219, Digit3, DD, 647, KeyM, UD, 428, KeyM, H, 142, KeyM, DD, 597, KeyO, UD, 455, KeyO, H, 190, KeyO, DD, 529, KeyO, UD, 339, KeyO, H, 153, KeyO, DD, 789, KeyS, UD, 636, KeyS, H, 413, KeyS, DD, 845, KeyA, UD, 432, KeyA, H, 67, KeyA, DD, 214, KeyB, UD, 147, KeyB, H, 220, KeyB, DD, 267, KeyZ, UD, 47, KeyZ, H, 523, KeyZ, DD, 678, Enter, UD, 155, Enter
H, 576, Enter, DD, 962, Period, UD, 386, Period, H, 569, Period, DD, 780, KeyK, UD, 211, KeyK, H, 533, KeyK, DD, 1005, Digit3, UD, 472, Digit3, H, 311, Digit3, DD, 385, KeyM, UD, 74, KeyM, H, 463, KeyM, DD, 870, KeyO, UD, 407, KeyO, H, 551, KeyO, DD, 577, KeyO, UD, 26, KeyO, H, 320, KeyO, DD, 797, KeyS, UD, 477, KeyS, H, 326, KeyS, DD, 694, KeyA, UD, 368, KeyA, H, 435, KeyA, DD, 566, KeyB, UD, 131, KeyB, H, 130, KeyB, DD, 264, KeyZ, UD, 134, KeyZ, H, 450, KeyZ, DD, 592, Enter, UD, 142, Enter
H, 83, Enter, DD, 511, Period, UD, 428, Period, H, 150, Period, DD, 328, KeyK, UD, 178, KeyK, H, 65, KeyK, DD, 565, Digit3, UD, 500, Digit3, H, 209, Digit3, DD, 392, KeyM, UD, 183, KeyM, H, 164, KeyM, DD, 556, KeyO, UD, 392, KeyO, H, 46, KeyO, DD, 519, KeyO, UD, 473, KeyO, H, 101, KeyO, DD, 241, KeyS, UD, 140, KeyS, H, 366, KeyS, DD, 379, KeyA, UD, 13, KeyA, H, 369, KeyA, DD, 856, KeyB, UD, 487, KeyB, H, 435, KeyB, DD, 758, KeyZ, UD, 323, KeyZ, H, 501, KeyZ, DD, 962, Enter, UD, 461, Enter
H, 528, Enter, DD, 801, Period, UD, 273, Period, H, 519, Period, DD, 562, KeyK, UD, 43, KeyK, H, 235, KeyK, DD, 537, Digit3, UD, 302, Digit3, H, 527, Digit3, DD, 1016, KeyM, UD, 489, KeyM, H, 114, KeyM, DD, 351, KeyO, UD, 237, KeyO, H, 580, KeyO, DD, 775, KeyO, UD, 195, KeyO, H, 151, KeyO, DD, 153, KeyS, UD, 2, KeyS, H, 566, KeyS, DD, 1157, KeyA, UD, 591, KeyA, H, 216, KeyA, DD, 704, KeyB, UD, 488, KeyB, H, 156, KeyB, DD, 231, KeyZ, UD, 75, KeyZ, H, 372, KeyZ, DD, 632, Enter, UD, 260, Enter
H, 572, Enter, DD, 921, Period, UD, 349, Period, H, 50, Period, DD, 633, KeyK, UD, 583, KeyK, H, 299, KeyK, DD, 507, Digit3, UD, 208, Digit3, H, 268, Digit3, DD, 757, KeyM, UD, 489, KeyM, H, 129, KeyM, DD, 318, KeyO, UD, 189, KeyO, H, 551, KeyO, DD, 675, KeyO, UD, 124, KeyO, H, 424, KeyO, DD, 432, KeyS, UD, 8, KeyS, H, 160, KeyS, DD, 197, KeyA, UD, 37, KeyA, H, 203, KeyA, DD, 737, KeyB, UD, 534, KeyB, H, 98, KeyB, DD, 279, KeyZ, UD, 181, KeyZ, H, 572, KeyZ, DD, 627, Enter, UD, 55, Enter
