H, 131, Period, DD, 1017, KeyK, UD, 886, KeyK, H, 100, KeyK, DD, 160, Digit3, UD, 60, Digit3, H, 139, Digit3, DD, 309, KeyM, UD, 170, KeyM, H, 158, KeyM, DD, 727, KeyO, UD, 569, KeyO, H, 93, KeyO, DD, 156, KeyO, UD, 63, KeyO, H, 95, KeyO, DD, 923, KeyS, UD, 828, KeyS, H, 117, KeyS, DD, 301, KeyA, UD, 184, KeyA, H, 167, KeyA, DD, 1036, KeyB, UD, 869, KeyB, DD, 94, KeyZ, UD, 963, KeyZ, H, 70, KeyB, H, 146, KeyZ, DD, 1076, Enter, UD, 930, Enter
H, 85, Enter, DD, 1199, Period, UD, 1114, Period, H, 123, Period, DD, 1522, KeyK, UD, 1399, KeyK, H, 120, KeyK, DD, 168, Digit3, UD, 48, Digit3, H, 125, Digit3, DD, 901, KeyM, UD, 776, KeyM, H, 102, KeyM, DD, 299, KeyO, UD, 197, KeyO, H, 63, KeyO, DD, 130, KeyO, UD, 67, KeyO, H, 118, KeyO, DD, 989, KeyS, UD, 871, KeyS, DD, 61, KeyA, UD, 932, KeyA, H, 76, KeyS, H, 162, KeyA, DD, 271, KeyB, UD, 109, KeyB, H, 157, KeyB, DD, 381, KeyZ, UD, 224, KeyZ, H, 126, KeyZ, DD, 978, Enter, UD, 852, Enter
H, 130, Enter, DD, 614, Period, UD, 484, Period, H, 119, Period, DD, 999, KeyK, UD, 880, KeyK, H, 95, KeyK, DD, 825, Digit3, UD, 730, Digit3, H, 106, Digit3, DD, 219, KeyM, UD, 113, KeyM, H, 101, KeyM, DD, 327, KeyO, UD, 226, KeyO, H, 71, KeyO, DD, 130, KeyO, UD, 59, KeyO, H, 102, KeyO, DD, 190, KeyS, UD, 88, KeyS, H, 107, KeyS, DD, 119, KeyA, UD, 12, KeyA, H, 162, KeyA, DD, 175, KeyB, UD, 13, KeyB, H, 79, KeyB, DD, 1701, KeyZ, UD, 1622, KeyZ, H, 120, KeyZ, DD, 163, Enter, UD, 43, Enter
H, 125, Enter, DD, 552, Period, UD, 427, Period, H, 123, Period, DD, 1649, KeyK, UD, 1526, KeyK, DD, 101, Digit3, UD, 1627, Digit3, H, 8, KeyK, H, 120, Digit3, DD, 722, KeyM, UD, 602, KeyM, H, 101, KeyM, DD, 462, KeyO, UD, 361, KeyO, H, 95, KeyO, DD, 604, KeyO, UD, 509, KeyO, H, 91, KeyO, DD, 1379, KeyS, UD, 1288, KeyS, H, 96, KeyS, DD, 212, KeyA, UD, 116, KeyA, H, 117, KeyA, DD, 657, KeyB, UD, 540, KeyB, H, 106, KeyB, DD, 112, KeyZ, UD, 6, KeyZ, H, 104, KeyZ, DD, 196, Enter, UD, 92, Enter
H, 147, Enter, DD, 1987, Period, UD, 1840, Period, H, 140, Period, DD, 2385, KeyK, UD, 2245, KeyK, H, 120, KeyK, DD, 809, Digit3, UD, 689, Digit3, DD, 130, KeyM, UD, 819, KeyM, H, 8, Digit3, H, 121, KeyM, DD, 293, KeyO, UD, 172, KeyO, H, 89, KeyO, DD, 180, KeyO, UD, 91, KeyO, H, 88, KeyO, DD, 620, KeyS, UD, 532, KeyS, H, 93, KeyS, DD, 199, KeyA, UD, 106, KeyA, H, 95, KeyA, DD, 257, KeyB, UD, 162, KeyB, DD, 116, KeyZ, UD, 278, KeyZ, H, 40, KeyB, DD, 126, Enter, UD, 86, Enter
H, 10, KeyZ, H, 130, Enter, DD, 1065, Period, UD, 935, Period, H, 91, Period, DD, 234, KeyK, UD, 143, KeyK, H, 109, KeyK, DD, 456, Digit3, UD, 347, Digit3, H, 113, Digit3, DD, 208, KeyM, UD, 95, KeyM, H, 109, KeyM, DD, 349, KeyO, UD, 240, KeyO, H, 83, KeyO, DD, 138, KeyO, UD, 55, KeyO, H, 114, KeyO, DD, 314, KeyS, UD, 200, KeyS, H, 110, KeyS, DD, 188, KeyA, UD, 78, KeyA, H, 120, KeyA, DD, 190, KeyB, UD, 70, KeyB, H, 84, KeyB, DD, 106, KeyZ, UD, 22, KeyZ, H, 114, KeyZ, DD, 152, Enter, UD, 38, Enter
H, 99, Enter, DD, 876, Period, UD, 777, Period, H, 98, Period, DD, 502, KeyK, UD, 404, KeyK, H, 99, KeyK, DD, 314, Digit2, UD, 215, Digit2, H, 96, Digit2, DD, 739, Enter, UD, 643, Enter
H, 123, Enter, DD, 679, Period, UD, 556, Period, H, 97, Period, DD, 651, KeyK, UD, 554, KeyK, H, 76, KeyK, DD, 352, Digit3, UD, 276, Digit3, H, 124, Digit3, DD, 156, KeyM, UD, 32, KeyM, H, 90, KeyM, DD, 305, KeyO, UD, 215, KeyO, H, 70, KeyO, DD, 133, KeyO, UD, 63, KeyO, H, 115, KeyO, DD, 598, KeyS, UD, 483, KeyS, H, 113, KeyS, DD, 383, KeyA, UD, 270, KeyA, H, 114, KeyA, DD, 279, KeyV, UD, 165, KeyV, H, 100, KeyV, DD, 1840, Backspace, UD, 1740, Backspace, H, 114, Backspace, DD, 145, KeyB, UD, 31, KeyB, DD, 65, KeyZ, UD, 96, KeyZ, H, 82, KeyB, H, 144, KeyZ, DD, 173, Enter, UD, 29, Enter
H, 131, Enter, DD, 511, Period, UD, 380, Period, H, 139, Period, DD, 276, KeyK, UD, 137, KeyK, DD, 143, Digit3, UD, 280, Digit3, H, 10, KeyK, H, 119, Digit3, DD, 136, KeyM, UD, 17, KeyM, H, 113, KeyM, DD, 275, KeyO, UD, 162, KeyO, H, 91, KeyO, DD, 163, KeyO, UD, 72, KeyO, H, 91, KeyO, DD, 245, KeyS, UD, 154, KeyS, H, 97, KeyS, DD, 172, KeyA, UD, 75, KeyA, H, 114, KeyA, DD, 317, KeyB, UD, 203, KeyB, H, 89, KeyB, DD, 106, KeyZ, UD, 17, KeyZ, H, 123, KeyZ, DD, 173, Enter, UD, 50, Enter
H, 103, Enter, DD, 375, Period, UD, 272, Period, H, 148, Period, DD, 325, KeyK, UD, 177, KeyK, H, 132, KeyK, DD, 355, Digit3, UD, 223, Digit3, H, 95, Digit3, DD, 415, KeyM, UD, 320, KeyM, H, 101, KeyM, DD, 261, KeyO, UD, 160, KeyO, H, 74, KeyO, DD, 130, KeyO, UD, 56, KeyO, H, 105, KeyO, DD, 193, KeyS, UD, 88, KeyS, H, 140, KeyS, DD, 208, KeyA, UD, 68, KeyA, H, 126, KeyA, DD, 142, KeyB, UD, 16, KeyB, H, 89, KeyB, DD, 148, KeyZ, UD, 59, KeyZ, H, 98, KeyZ, DD, 165, Enter, UD, 67, Enter
H, 131, Enter, DD, 322, Period, UD, 191, Period, H, 123, Period, DD, 331, KeyK, UD, 208, KeyK, H, 119, KeyK, DD, 562, Digit3, UD, 443, Digit3, H, 112, Digit3, DD, 174, KeyM, UD, 62, KeyM, H, 102, KeyM, DD, 279, KeyO, UD, 177, KeyO, H, 82, KeyO, DD, 163, KeyO, UD, 81, KeyO, H, 86, KeyO, DD, 1721, KeyS, UD, 1635, KeyS, H, 92, KeyS, DD, 282, KeyA, UD, 190, KeyA, H, 99, KeyA, DD, 182, KeyB, UD, 83, KeyB, H, 73, KeyB, DD, 84, KeyZ, UD, 11, KeyZ, H, 105, KeyZ, DD, 180, Enter, UD, 75, Enter
H, 113, Enter, DD, 1021, Period, UD, 908, Period, H, 92, Period, DD, 263, KeyK, UD, 171, KeyK, H, 89, KeyK, DD, 222, Digit3, UD, 133, Digit3, H, 99, Digit3, DD, 171, KeyM, UD, 72, KeyM, H, 57, KeyM, DD, 992, KeyO, UD, 935, KeyO, H, 89, KeyO, DD, 162, KeyO, UD, 73, KeyO, H, 89, KeyO, DD, 642, KeyS, UD, 553, KeyS, H, 100, KeyS, DD, 230, KeyA, UD, 130, KeyA, H, 107, KeyA, DD, 173, KeyB, UD, 66, KeyB, H, 91, KeyB, DD, 142, KeyZ, UD, 51, KeyZ, H, 126, KeyZ, DD, 159, Enter, UD, 33, Enter
H, 126, Enter, DD, 799, Period, UD, 673, Period, H, 105, Period, DD, 902, KeyK, UD, 797, KeyK, H, 102, KeyK, DD, 159, Digit3, UD, 57, Digit3, H, 97, Digit3, DD, 142, KeyM, UD, 45, KeyM, H, 82, KeyM, DD, 305, KeyO, UD, 223, KeyO, H, 67, KeyO, DD, 147, KeyO, UD, 80, KeyO, H, 93, KeyO, DD, 254, KeyS, UD, 161, KeyS, H, 125, KeyS, DD, 260, KeyA, UD, 135, KeyA, H, 114, KeyA, DD, 181, KeyB, UD, 67, KeyB, H, 103, KeyB, DD, 245, KeyZ, UD, 142, KeyZ, H, 152, KeyZ, DD, 308, Enter, UD, 156, Enter
H, 152, Enter, DD, 580, Period, UD, 428, Period, H, 145, Period, DD, 280, KeyK, UD, 135, KeyK, H, 131, KeyK, DD, 274, Digit3, UD, 143, Digit3, H, 85, Digit3, DD, 233, KeyM, UD, 148, KeyM, H, 121, KeyM, DD, 353, KeyO, UD, 232, KeyO, H, 90, KeyO, DD, 179, KeyO, UD, 89, KeyO, H, 76, KeyO, DD, 1092, KeyS, UD, 1016, KeyS, H, 109, KeyS, DD, 237, KeyA, UD, 128, KeyA, H, 103, KeyA, DD, 274, KeyB, UD, 171, KeyB, H, 92, KeyB, DD, 720, KeyZ, UD, 628, KeyZ, H, 116, KeyZ, DD, 810, Enter, UD, 694, Enter
H, 125, Enter, DD, 335, Period, UD, 210, Period, H, 125, Period, DD, 294, KeyK, UD, 169, KeyK, H, 113, KeyK, DD, 339, Digit3, UD, 226, Digit3, H, 82, Digit3, DD, 1051, KeyM, UD, 969, KeyM, H, 110, KeyM, DD, 299, KeyO, UD, 189, KeyO, H, 80, KeyO, DD, 145, KeyO, UD, 65, KeyO, H, 91, KeyO, DD, 216, KeyS, UD, 125, KeyS, H, 94, KeyS, DD, 219, KeyA, UD, 125, KeyA, H, 99, KeyA, DD, 138, KeyB, UD, 39, KeyB, DD, 110, KeyZ, UD, 149, KeyZ, H, 7, KeyB, H, 124, KeyZ, DD, 185, Enter, UD, 61, Enter
H, 100, Enter, DD, 1280, Period, UD, 1180, Period, H, 152, Period, DD, 441, KeyK, UD, 289, KeyK, H, 132, KeyK, DD, 285, Digit3, UD, 153, Digit3, H, 127, Digit3, DD, 614, KeyM, UD, 487, KeyM, H, 113, KeyM, DD, 466, KeyO, UD, 353, KeyO, H, 89, KeyO, DD, 170, KeyO, UD, 81, KeyO, H, 81, KeyO, DD, 842, KeyS, UD, 761, KeyS, H, 117, KeyS, DD, 232, KeyA, UD, 115, KeyA, H, 88, KeyA, DD, 145, KeyB, UD, 57, KeyB, H, 97, KeyB, DD, 126, KeyZ, UD, 29, KeyZ, H, 94, KeyZ, DD, 147, Enter, UD, 53, Enter
H, 124, Enter, DD, 293, Period, UD, 169, Period, H, 97, Period, DD, 371, KeyK, UD, 274, KeyK, H, 128, KeyK, DD, 301, Digit3, UD, 173, Digit3, H, 122, Digit3, DD, 294, KeyM, UD, 172, KeyM, H, 114, KeyM, DD, 543, KeyO, UD, 429, KeyO, H, 113, KeyO, DD, 843, KeyO, UD, 730, KeyO, H, 86, KeyO, DD, 187, KeyS, UD, 101, KeyS, H, 117, KeyS, DD, 177, KeyA, UD, 60, KeyA, H, 119, KeyA, DD, 170, KeyB, UD, 51, KeyB, H, 102, KeyB, DD, 105, KeyZ, UD, 3, KeyZ, H, 135, KeyZ, DD, 178, Enter, UD, 43, Enter
H, 132, Enter, DD, 478, Period, UD, 346, Period, H, 136, Period, DD, 318, KeyK, UD, 182, KeyK, H, 99, KeyK, DD, 358, Digit3, UD, 259, Digit3, H, 108, Digit3, DD, 148, KeyM, UD, 40, KeyM, H, 104, KeyM, DD, 321, KeyO, UD, 217, KeyO, H, 70, KeyO, DD, 138, KeyO, UD, 68, KeyO, H, 106, KeyO, DD, 232, KeyS, UD, 126, KeyS, H, 155, KeyS, DD, 262, KeyA, UD, 107, KeyA, H, 115, KeyA, DD, 155, KeyB, UD, 40, KeyB, H, 95, KeyB, DD, 134, KeyZ, UD, 39, KeyZ, H, 110, KeyZ, DD, 143, Enter, UD, 33, Enter
H, 110, Enter, DD, 629, Period, UD, 519, Period, H, 113, Period, DD, 627, KeyK, UD, 514, KeyK, H, 97, KeyK, DD, 241, Digit3, UD, 144, Digit3, H, 113, Digit3, DD, 184, KeyM, UD, 71, KeyM, H, 96, KeyM, DD, 416, KeyO, UD, 320, KeyO, H, 84, KeyO, DD, 149, KeyO, UD, 65, KeyO, H, 94, KeyO, DD, 262, KeyS, UD, 168, KeyS, H, 86, KeyS, DD, 202, KeyA, UD, 116, KeyA, H, 99, KeyA, DD, 217, KeyB, UD, 118, KeyB, H, 81, KeyB, DD, 301, KeyZ, UD, 220, KeyZ, H, 114, KeyZ, DD, 153, Enter, UD, 39, Enter
H, 132, Enter, DD, 777, Period, UD, 645, Period, H, 122, Period, DD, 271, KeyK, UD, 149, KeyK, H, 119, KeyK, DD, 382, Digit3, UD, 263, Digit3, H, 113, Digit3, DD, 489, KeyM, UD, 376, KeyM, H, 113, KeyM, DD, 310, KeyO, UD, 197, KeyO, H, 77, KeyO, DD, 139, KeyO, UD, 62, KeyO, H, 109, KeyO, DD, 207, KeyS, UD, 98, KeyS, H, 108, KeyS, DD, 214, KeyA, UD, 106, KeyA, H, 102, KeyA, DD, 824, KeyB, UD, 722, KeyB, DD, 79, KeyZ, UD, 801, KeyZ, H, 56, KeyB, H, 162, KeyZ, DD, 502, Enter, UD, 340, Enter
H, 91, Enter, DD, 421, Period, UD, 330, Period, H, 134, Period, DD, 378, KeyK, UD, 244, KeyK, H, 102, KeyK, DD, 185, Digit3, UD, 83, Digit3, H, 114, Digit3, DD, 138, KeyM, UD, 24, KeyM, H, 109, KeyM, DD, 303, KeyO, UD, 194, KeyO, H, 76, KeyO, DD, 137, KeyO, UD, 61, KeyO, H, 107, KeyO, DD, 234, KeyS, UD, 127, KeyS, H, 91, KeyS, DD, 182, KeyA, UD, 91, KeyA, H, 93, KeyA, DD, 142, KeyB, UD, 49, KeyB, H, 78, KeyB, DD, 348, KeyZ, UD, 270, KeyZ, H, 109, KeyZ, DD, 138, Enter, UD, 29, Enter
H, 104, Enter, DD, 554, Period, UD, 450, Period, H, 124, Period, DD, 273, KeyK, UD, 149, KeyK, H, 106, KeyK, DD, 153, Digit3, UD, 47, Digit3, H, 114, Digit3, DD, 273, KeyM, UD, 159, KeyM, H, 120, KeyM, DD, 744, KeyO, UD, 624, KeyO, H, 69, KeyO, DD, 134, KeyO, UD, 65, KeyO, H, 102, KeyO, DD, 420, KeyS, UD, 318, KeyS, H, 141, KeyS, DD, 266, KeyA, UD, 125, KeyA, H, 122, KeyA, DD, 678, KeyB, UD, 556, KeyB, H, 109, KeyB, DD, 150, KeyZ, UD, 41, KeyZ, H, 114, KeyZ, DD, 136, Enter, UD, 22, Enter
H, 119, Enter, DD, 385, Period, UD, 266, Period, H, 130, Period, DD, 420, KeyK, UD, 290, KeyK, H, 119, KeyK, DD, 395, Digit3, UD, 276, Digit3, H, 132, Digit3, DD, 182, KeyM, UD, 50, KeyM, H, 121, KeyM, DD, 596, KeyO, UD, 475, KeyO, H, 75, KeyO, DD, 138, KeyO, UD, 63, KeyO, H, 125, KeyO, DD, 256, KeyS, UD, 131, KeyS, H, 120, KeyS, DD, 307, KeyA, UD, 187, KeyA, H, 86, KeyA, DD, 473, KeyB, UD, 387, KeyB, H, 78, KeyB, DD, 97, KeyZ, UD, 19, KeyZ, H, 124, KeyZ, DD, 178, Enter, UD, 54, Enter
H, 108, Enter, DD, 727, Period, UD, 619, Period, H, 122, Period, DD, 264, KeyK, UD, 142, KeyK, H, 100, KeyK, DD, 151, Digit3, UD, 51, Digit3, H, 107, Digit3, DD, 134, KeyM, UD, 27, KeyM, H, 97, KeyM, DD, 386, KeyO, UD, 289, KeyO, H, 92, KeyO, DD, 169, KeyO, UD, 77, KeyO, H, 90, KeyO, DD, 201, KeyS, UD, 111, KeyS, H, 124, KeyS, DD, 393, KeyA, UD, 269, KeyA, H, 115, KeyA, DD, 213, KeyB, UD, 98, KeyB, H, 105, KeyB, DD, 172, KeyZ, UD, 67, KeyZ, H, 140, KeyZ, DD, 236, Enter, UD, 96, Enter
H, 129, Enter, DD, 464, Period, UD, 335, Period, H, 137, Period, DD, 280, KeyK, UD, 143, KeyK, H, 114, KeyK, DD, 175, Digit3, UD, 61, Digit3, H, 103, Digit3, DD, 153, KeyM, UD, 50, KeyM, H, 123, KeyM, DD, 302, KeyO, UD, 179, KeyO, H, 91, KeyO, DD, 165, KeyO, UD, 74, KeyO, H, 102, KeyO, DD, 243, KeyS, UD, 141, KeyS, H, 124, KeyS, DD, 245, KeyA, UD, 121, KeyA, H, 111, KeyA, DD, 135, KeyB, UD, 24, KeyB, H, 90, KeyB, DD, 132, KeyZ, UD, 42, KeyZ, H, 124, KeyZ, DD, 131, Enter, UD, 7, Enter
H, 128, Enter, DD, 774, Period, UD, 646, Period, H, 105, Period, DD, 250, KeyK, UD, 145, KeyK, H, 97, KeyK, DD, 352, Digit3, UD, 255, Digit3, H, 110, Digit3, DD, 128, KeyM, UD, 18, KeyM, H, 113, KeyM, DD, 280, KeyO, UD, 167, KeyO, H, 91, KeyO, DD, 161, KeyO, UD, 70, KeyO, H, 120, KeyO, DD, 169, KeyS, UD, 49, KeyS, H, 129, KeyS, DD, 229, KeyA, UD, 100, KeyA, H, 121, KeyA, DD, 136, KeyB, UD, 15, KeyB, H, 106, KeyB, DD, 144, KeyZ, UD, 38, KeyZ, H, 120, KeyZ, DD, 139, Enter, UD, 19, Enter
H, 142, Enter, DD, 585, Period, UD, 443, Period, H, 113, Period, DD, 282, KeyK, UD, 169, KeyK, H, 114, KeyK, DD, 212, Digit3, UD, 98, Digit3, H, 114, Digit3, DD, 126, KeyM, UD, 12, KeyM, H, 91, KeyM, DD, 349, KeyO, UD, 258, KeyO, H, 113, KeyO, DD, 189, KeyO, UD, 76, KeyO, H, 106, KeyO, DD, 332, KeyS, UD, 226, KeyS, H, 103, KeyS, DD, 235, KeyA, UD, 132, KeyA, H, 97, KeyA, DD, 185, KeyB, UD, 88, KeyB, H, 97, KeyB, DD, 191, KeyZ, UD, 94, KeyZ, H, 119, KeyZ, DD, 221, Enter, UD, 102, Enter
H, 113, Enter, DD, 408, Period, UD, 295, Period, H, 161, Period, DD, 362, KeyK, UD, 201, KeyK, H, 105, KeyK, DD, 194, Digit3, UD, 89, Digit3, H, 115, Digit3, DD, 768, KeyM, UD, 653, KeyM, H, 120, KeyM, DD, 286, KeyO, UD, 166, KeyO, H, 81, KeyO, DD, 152, KeyO, UD, 71, KeyO, H, 116, KeyO, DD, 505, KeyS, UD, 389, KeyS, H, 97, KeyS, DD, 242, KeyA, UD, 145, KeyA, H, 98, KeyA, DD, 190, KeyB, UD, 92, KeyB, H, 82, KeyB, DD, 87, KeyZ, UD, 5, KeyZ, H, 111, KeyZ, DD, 175, Enter, UD, 64, Enter
H, 100, Enter, DD, 413, Period, UD, 313, Period, H, 154, Period, DD, 293, KeyK, UD, 139, KeyK, H, 99, KeyK, DD, 177, Digit3, UD, 78, Digit3, H, 101, Digit3, DD, 129, KeyM, UD, 28, KeyM, H, 107, KeyM, DD, 298, KeyO, UD, 191, KeyO, H, 81, KeyO, DD, 140, KeyO, UD, 59, KeyO, H, 119, KeyO, DD, 213, KeyS, UD, 94, KeyS, H, 100, KeyS, DD, 200, KeyA, UD, 100, KeyA, H, 96, KeyA, DD, 151, KeyB, UD, 55, KeyB, H, 82, KeyB, DD, 118, KeyZ, UD, 36, KeyZ, H, 106, KeyZ, DD, 146, Enter, UD, 40, Enter
H, 109, Enter, DD, 426, Comma, UD, 317, Comma, H, 100, Comma, DD, 1204, Enter, UD, 1104, Enter
H, 113, Enter, DD, 308, Period, UD, 195, Period, H, 144, Period, DD, 889, KeyK, UD, 745, KeyK, H, 94, KeyK, DD, 139, Digit3, UD, 45, Digit3, H, 114, Digit3, DD, 133, KeyM, UD, 19, KeyM, H, 96, KeyM, DD, 305, KeyO, UD, 209, KeyO, H, 87, KeyO, DD, 144, KeyO, UD, 57, KeyO, H, 97, KeyO, DD, 385, KeyS, UD, 288, KeyS, H, 110, KeyS, DD, 213, KeyA, UD, 103, KeyA, H, 112, KeyA, DD, 193, KeyB, UD, 81, KeyB, H, 90, KeyB, DD, 136, KeyZ, UD, 46, KeyZ, H, 104, KeyZ, DD, 117, Enter, UD, 13, Enter
H, 88, Enter, DD, 1294, Period, UD, 1206, Period, H, 97, Period, DD, 1103, KeyK, UD, 1006, KeyK, H, 107, KeyK, DD, 1802, Digit3, UD, 1695, Digit3, H, 120, Digit3, DD, 314, KeyM, UD, 194, KeyM, H, 114, KeyM, DD, 306, KeyO, UD, 192, KeyO, H, 83, KeyO, DD, 131, KeyO, UD, 48, KeyO, H, 113, KeyO, DD, 181, KeyS, UD, 68, KeyS, H, 109, KeyS, DD, 194, KeyA, UD, 85, KeyA, H, 106, KeyA, DD, 175, KeyB, UD, 69, KeyB, DD, 104, KeyZ, UD, 173, KeyZ, H, 6, KeyB, H, 91, KeyZ, DD, 337, Enter, UD, 246, Enter
H, 101, Enter, DD, 960, Period, UD, 859, Period, H, 101, Period, DD, 533, KeyK, UD, 432, KeyK, H, 81, KeyK, DD, 149, Digit3, UD, 68, Digit3, H, 106, Digit3, DD, 668, KeyM, UD, 562, KeyM, H, 82, KeyM, DD, 277, KeyO, UD, 195, KeyO, H, 78, KeyO, DD, 142, KeyO, UD, 64, KeyO, H, 104, KeyO, DD, 159, KeyS, UD, 55, KeyS, H, 129, KeyS, DD, 203, KeyA, UD, 74, KeyA, H, 123, KeyA, DD, 205, KeyB, UD, 82, KeyB, H, 86, KeyB, DD, 136, KeyZ, UD, 50, KeyZ, H, 137, KeyZ, DD, 158, Enter, UD, 21, Enter
H, 113, Enter, DD, 828, Period, UD, 715, Period, H, 110, Period, DD, 1401, KeyK, UD, 1291, KeyK, H, 104, KeyK, DD, 140, Digit3, UD, 36, Digit3, H, 117, Digit3, DD, 215, KeyM, UD, 98, KeyM, H, 94, KeyM, DD, 378, KeyO, UD, 284, KeyO, H, 81, KeyO, DD, 135, KeyO, UD, 54, KeyO, H, 114, KeyO, DD, 326, KeyS, UD, 212, KeyS, H, 122, KeyS, DD, 176, KeyA, UD, 54, KeyA, H, 130, KeyA, DD, 174, KeyB, UD, 44, KeyB, H, 108, KeyB, DD, 384, KeyZ, UD, 276, KeyZ, H, 130, KeyZ, DD, 161, Enter, UD, 31, Enter
H, 160, Enter, DD, 1180, Period, UD, 1020, Period, H, 118, Period, DD, 1449, KeyK, UD, 1331, KeyK, H, 85, KeyK, DD, 1025, Digit3, UD, 940, Digit3, H, 114, Digit3, DD, 160, KeyM, UD, 46, KeyM, H, 103, KeyM, DD, 303, KeyO, UD, 200, KeyO, H, 77, KeyO, DD, 131, KeyO, UD, 54, KeyO, H, 103, KeyO, DD, 166, KeyS, UD, 63, KeyS, H, 113, KeyS, DD, 181, KeyA, UD, 68, KeyA, H, 116, KeyA, DD, 148, KeyB, UD, 32, KeyB, H, 86, KeyB, DD, 164, KeyZ, UD, 78, KeyZ, DD, 116, Enter, UD, 194, Enter
H, 6, KeyZ, H, 110, Enter, DD, 1023, Period, UD, 913, Period, H, 118, Period, DD, 947, KeyK, UD, 829, KeyK, H, 96, KeyK, DD, 111, Digit3, UD, 15, Digit3, H, 113, Digit3, DD, 133, KeyM, UD, 20, KeyM, H, 91, KeyM, DD, 286, KeyO, UD, 195, KeyO, H, 75, KeyO, DD, 126, KeyO, UD, 51, KeyO, H, 113, KeyO, DD, 174, KeyS, UD, 61, KeyS, H, 129, KeyS, DD, 164, KeyA, UD, 35, KeyA, H, 138, KeyA, DD, 175, KeyB, UD, 37, KeyB, H, 95, KeyB, DD, 115, KeyZ, UD, 20, KeyZ, H, 125, KeyZ, DD, 153, Enter, UD, 28, Enter
H, 115, Enter, DD, 738, Period, UD, 623, Period, H, 124, Period, DD, 382, KeyK, UD, 258, KeyK, H, 105, KeyK, DD, 284, Digit3, UD, 179, Digit3, H, 97, Digit3, DD, 328, KeyM, UD, 231, KeyM, H, 110, KeyM, DD, 368, KeyO, UD, 258, KeyO, H, 88, KeyO, DD, 155, KeyO, UD, 67, KeyO, H, 110, KeyO, DD, 1520, KeyS, UD, 1410, KeyS, H, 111, KeyS, DD, 165, KeyA, UD, 54, KeyA, H, 123, KeyA, DD, 162, KeyB, UD, 39, KeyB, H, 96, KeyB, DD, 119, KeyZ, UD, 23, KeyZ, H, 112, KeyZ, DD, 152, Enter, UD, 40, Enter
H, 96, Enter, DD, 832, Period, UD, 736, Period, H, 148, Period, DD, 416, KeyK, UD, 268, KeyK, H, 141, KeyK, DD, 238, Digit3, UD, 97, Digit3, H, 107, Digit3, DD, 634, KeyM, UD, 527, KeyM, H, 122, KeyM, DD, 218, KeyO, UD, 96, KeyO, H, 96, KeyO, DD, 756, KeyO, UD, 660, KeyO, H, 76, KeyO, DD, 214, KeyS, UD, 138, KeyS, H, 134, KeyS, DD, 261, KeyA, UD, 127, KeyA, H, 118, KeyA, DD, 159, KeyB, UD, 41, KeyB, DD, 104, KeyZ, UD, 145, KeyZ, H, 8, KeyB, H, 131, KeyZ, DD, 603, Enter, UD, 472, Enter
H, 117, Enter, DD, 763, Period, UD, 646, Period, H, 114, Period, DD, 275, KeyK, UD, 161, KeyK, H, 118, KeyK, DD, 183, Digit3, UD, 65, Digit3, H, 110, Digit3, DD, 186, KeyM, UD, 76, KeyM, H, 111, KeyM, DD, 298, KeyO, UD, 187, KeyO, H, 77, KeyO, DD, 141, KeyO, UD, 64, KeyO, H, 90, KeyO, DD, 553, KeyS, UD, 463, KeyS, H, 117, KeyS, DD, 191, KeyA, UD, 74, KeyA, H, 124, KeyA, DD, 196, KeyB, UD, 72, KeyB, H, 124, KeyB, DD, 149, KeyZ, UD, 25, KeyZ, H, 135, KeyZ, DD, 163, Enter, UD, 28, Enter
H, 109, Enter, DD, 831, Period, UD, 722, Period, H, 119, Period, DD, 395, KeyK, UD, 276, KeyK, H, 94, KeyK, DD, 201, Digit3, UD, 107, Digit3, H, 112, Digit3, DD, 140, KeyM, UD, 28, KeyM, H, 94, KeyM, DD, 569, KeyO, UD, 475, KeyO, H, 103, KeyO, DD, 173, KeyO, UD, 70, KeyO, H, 106, KeyO, DD, 402, KeyS, UD, 296, KeyS, H, 120, KeyS, DD, 258, KeyA, UD, 138, KeyA, H, 124, KeyA, DD, 173, KeyB, UD, 49, KeyB, H, 86, KeyB, DD, 106, KeyZ, UD, 20, KeyZ, H, 94, KeyZ, DD, 171, Enter, UD, 77, Enter
H, 115, Enter, DD, 690, Period, UD, 575, Period, H, 101, Period, DD, 780, KeyK, UD, 679, KeyK, H, 102, KeyK, DD, 155, Digit3, UD, 53, Digit3, H, 102, Digit3, DD, 163, KeyM, UD, 61, KeyM, H, 104, KeyM, DD, 551, KeyO, UD, 447, KeyO, H, 70, KeyO, DD, 145, KeyO, UD, 75, KeyO, H, 91, KeyO, DD, 335, KeyS, UD, 244, KeyS, H, 86, KeyS, DD, 298, KeyA, UD, 212, KeyA, H, 97, KeyA, DD, 259, KeyB, UD, 162, KeyB, H, 116, KeyB, DD, 189, KeyZ, UD, 73, KeyZ, H, 115, KeyZ, DD, 144, Enter, UD, 29, Enter
